Gene symbol
FLNA
SHB
MPG
SAFB
NPC1
PPP2R5D
PLEKHA6
HHAT
BDP1
SPINT1
SPINT1
GALNT18
EIF6
SLC37A1
ENSA
ENSA
FUS
FUS
LRRN2
THSD4
MYO1B
MYO1B
DOCK8
NOP2
TNFRSF12A
TNFRSF12A
SLC35F6
TRIM25
ATP5MF
SHISA5
TTC12
ARFGAP2
OCIAD1
ESYT1
"NAPG"
EIF5
ATF2
MGLL
TRPM4
TRPM4
PRELID1
POGZ
SSBP3
MAP2
SERTAD4
UQCC1
PLEKHS1
PLEKHS1
NIBAN2
SMARCB1
ENC1
ACIN1
CREB5
MSMO1
ALG13
RPN1
GPRC5A
GPRC5A
GPRC5A
SQLE
SCCPDH
ZFP36L1
AXIN1
IFITM3
SET
TUBB
EIF3CL
SCRIB
ANXA1
SF1
GSN
PTBP1
OAS3
C15orf39
C4orf19
TPD52L2
MAGT1
MIA3
COMT
LRRC59
KLF4
PATZ1
ATG9A
DLG2
DENND3
TUBA1B
SLC52A2
NA
IPO9
NUFIP2
EIF4B
CCDC9B
OPA1
SQOR
PCLO
PCLO
FLAD1
CPLANE1
FAM3A
UBE2K
VPS28
BUB3
ASAH1
ICAM1
ESPN
GSPT1
IRF2BP2
IRF2BP2
GTF2F1
RNF213
CADM2
TENM3
ENO1
CENPA
CLIC1
UBE2D3
UBE2D3
SPRY4
RELB
SMARCB1
NKTR
DIO2
PEA15
PTMA
TMSB4X
EHD4
CNN3
CCN2
UQCRQ
SPINT2
PIGT
ACSF3
AGO2
EIF3B
ERBB2
ERBB2
ERBB2
MYO1E
SGCE
PITRM1
TUBB
ROBO1
ROBO1
AKT3
PPT1
MYO5B
YAP1
RNPEP
NCSTN
ZNF696
CD24
CUTA
ATP5F1E
CCND1
NA
PMEPA1
PMEPA1
CDC42EP3
KRT8
KRT8
TNS3
GPS1
CERS2
GIPC1
NUDT8
TMEM25
SPTSSB
SPTSSB
SMYD2
INF2
LRP10
TIMM50
METTL13
CXCL10
DNAH5
OAS2
OAS2
TPGS2
RASAL2
RASAL2
SDC3
NBPF19
SSR2
USP5
CCT3
EDN1
TUBB2A
POLD1
MXI1
ACTN4
ACTN4
ARHGAP21
TTC21B
HCFC1
VCP
ASPM
ASPM
CENPF
GTPBP1
PHLDA1
TYRP1
NA
DPH2
RALGAPA1
PTPRB
SDHC
ELP4
SHANK2
AAGAB
EFEMP1
SERPINE1
SPNS2
SHCBP1
RACK1
MYC
ARMCX5
CDK5RAP3
NFKB2
POLK
TUBB
WBP2
HMGCS1
TANGO2
TAX1BP3
SRM
DAG1
DST
DST
DST
KIAA1217
COX7B
PRKCSH
LRRK2
QARS1
SREBF2
LIG1
LIG1
LIG1
PTPRK
ROBO2
FAM83H
POLG
RIC8A
APP
APP
APP
NOTCH3
CNOT3
SLC39A1
OXR1
BOP1
CLDN3
CLDN4
CYP51A1
GET3
EGFR
EFHC1
PLEKHG3
WFS1
GCH1
TOX4
NA
BCAP31
NA
SI
CEP85
VCL
ZBTB14
ANXA3
INPP4B
INPP4B
ZPLD1
YWHAE
PPP1CA
TMEM127
GFUS
PAK2
TOGARAM1
ADGRL2
CD63
FMOD
FAM83H
SEMA3A
SLC25A16
PMF1
PTPRD
DOCK5
PARP10
ITGB5
MTCH1
HSPA8
ECM1
SRSF3
ARHGDIB
CLIC4
LOXL1
PINK1
MAFK
EFNA1
EFNA1
SAMD9
ZBTB34
EGLN2
MACC1
MACC1
CRYAB
MTRNR2L2
ABTB2
CALD1
CALD1
CALD1
CALD1
MAPKAPK2
NA
ATF5
KHDRBS3
MINDY3
BPGM
BPGM
CARD8
TNFRSF21
ALYREF
TXNRD1
SRSF1
HDAC7
LSR
PGP
PDLIM5
PDLIM5
EIF3I
TMEM63A
SMAD6
SMAD6
JAG1
KMO
KMO
CFHR5
IRF9
IRF9
IRF9
IRF9
IRF9
IRF9
NUP62
MIF
SCRIB
ATRAID
RPL13A
HTT
NQO1
PGK1
TNIK
ZC3H7B
DUSP5
KCNK2
RTF2
MYORG
NA
TVP23B
BCL2L1
TES
SRCIN1
PDXK
PDXK
TLE4
CEP170B
SDC1
RPL28
DGKZ
MISP
BYSL
OLFML2A
TMEM184B
CENPL
ANLN
CIT
PFKFB3
SEC13
JUN
HSPE1-MOB4
TNRC18
ELOVL7
TRIM14
EPN1
DNAH7
DNAH7
SMYD3
TLE1
MAN2A2
HELZ2
HELZ2
LRP3
CCSER1
SDCBP
GRID2
ATIC
FIGN
STXBP5
MYBBP1A
NA
NA
UBA52
YWHAB
SIN3B
DGLUCY
CTNNA3
S100A10
S100A10
SCD
TRAF4
EIF2AK1
PTPRZ1
DDX60L
IER2
USH2A
DNAJC25
CASP6
ARRDC1
ERCC1
FBXO3
S100A14
TNFAIP2
DMPK
TRIO
SGSM3
HGH1
PPL
GBP3
TGFB3
TGFB3
UTP15
SMG5
UBAP2L
SLC5A6
RCAN1
FAT1
DBP
PIP4K2C
STAT3
NOLC1
DDX58
NRXN1
IFI6
IFI6
IFI6
XAF1
NCOR2
SOX13
ZC3H12A
SAP130
AMD1
SHMT2
TGFBI
AR
FAM107B
FAM107B
FSTL5
TUBB
RNF144B
MATN2
NEO1
ATP6V1A
UGDH
CSAD
HSPA1A
SMAD3
DOCK4
BTBD3
UFSP2
SF3A1
ECPAS
SBF1
TAOK2
RBM3
PGM3
CFL1
GSK3A
OTOL1
WWC2
JAK1
LDLR
LDLR
LRP1B
PSMD2
CCDC106
IKZF3
SEPTIN6
RAC1
RAC1
HSPA1B
SUPT7L
ANXA11
IFI44L
IFI44L
IFI44L
DKC1
PLPP2
HEATR1
ABAT
F5
PACSIN2
PRRT3
RBMS3
NA
SRSF5
NRP1
MX1
CGN
GAPDH
GAPDH
PHLDB2
PHLDB2
SH3GLB2
SH3GLB2
ARHGEF17
PTGES2
ZNF142
DNAJC5
SEC61A1
DDX54
DDX54
NUDCD1
L1CAM
LUZP2
RAB32
EGR1
BAG6
SLC11A2
AVEN
YWHAZ
YWHAZ
EBNA1BP2
CLIC1
EMG1
TMEM109
ACY1
ACSS2
EMC1
FOXO3
YWHAH
MFSD1
NELL2
NELL2
ZC3H13
EMC10
PDGFB
MAZ
CX3CL1
CX3CL1
GNL1
RMDN3
TNIP1
FDPS
FDPS
FDPS
FEN1
PES1
NPEPL1
NME1
COL14A1
AKT1
AKT1
AKT1
SKIV2L
PRDX6
AGRN
MIF
NFKB1
CTSA
ATP6V1D
MSH6
ERAP2
RPL14
CAMKK2
TMEM175
PLEC
MCM8
STAT1
STAT1
STAT1
SPTAN1
CPSF7
TBC1D8
RPL27A
ZMIZ2
GYS1
C19orf53
CLU
CLU
MAP3K4
MAP3K4
FAM98A
PAIP1
MYBL2
PRRC2C
MAGED2
PRSS8
HIPK1
FASN
FASN
FAM131B
LMNA
DNAH11
RRP12
GAS2L1
PML
POLA2
S100A11
IFIT5
CDC42BPA
HK2
MT2A
MT2A
LPAR2
TIMP1
TBC1D22A
TPRN
PTPRC
TUBB
EGLN1
DTNA
UBB
KIF22
S100A1
SIPA1L1
WDR77
RPF2
HECTD1
TNKS1BP1
PKP3
HIBADH
ARHGAP29
KDM2A
TYMP
TFE3
CTSD
CTSD
NOP9
UBC
VPS51
LRRC20
STAT2
C1orf122
BCAS1
BCAS1
MPDZ
SCP2
SCP2
ARHGAP15
BST2
TACSTD2
ENTPD6
DTX3L
SCGB2A2
COL5A2
HIPK3
DNPEP
UBE2A
PDE8A
HOXC13
NDUFS5
KDELR1
RANGAP1
RETREG2
LY6E
PLSCR1
TBC1D15
UBTF
SLC66A1
RALY
CLIC1
CHMP1A
SPPL2B
ZBTB38
CCNB1
"NACC1"
TMSB10
SCAP
PSD4
MPV17L
GNAS
POU2F1
CDS1
XRCC6
XRCC6
KPNA4
SCAMP2
SPINK5
MYL6
MYL6
POLR2J3
TENT4A
CLOCK
IL17RE
FREM2
TYMS
TNFSF18
FRMD6
EMC3
BCAR1
HERC6
DAPK3
DPM2
CAST
CAST
MICA
ATP5MC1
HNRNPA3
HNRNPA3
ACTR1A
USP54
USP54
USP54
DCAF8
MRPL30
DUSP10
SRP14
CD151
NFATC4
EXT1
EXT1
DEPTOR
SYNPO
NONO
NA
KIAA0930
RAB5B
TUBB4B
DEXI
SDC4
TPM3
TPM3
TNC
TNC
TNC
UFC1
UBE2L6
DKK1
DKK1
PLCH1
ITGB4
TMEM165
USP31
FJX1
GALNT2
UPRT
HEXA
BHLHB9
NR2F2
PI4KB
NEDD9
NEDD9
LMNB2
DDX60
BDP1
NFYC
MEF2D
NA
DHX37
MDM4
SETD5
SPAG5
LASP1
ACTR1B
DAPP1
DAPP1
EIF4G2
EIF4G2
CLIC1
PTPRF
CLIC1
FRYL
FRYL
DNAJC9
CIRBP
EPS15L1
VGF
VGF
RBM39
IPO4
TRIB2
HIRA
BID
GPC6
CSN1S1
CLDND1
IFT140
CCN1
GNL2
PUDP
ATP6V0C
EHD1
EHD1
KRT7
RBM17
GALNT10
LYAR
IPO13
PTPRK
EFHD1
DHX9
RND3
S100A13
IKBKE
MPV17
DARS1
ATG13
RTTN
ILK
TMEM106C
PKM
IVD
ZDHHC16
THBS1
PLCE1
PLCE1
NA
CKAP4
PKHD1L1
PKHD1L1
PKHD1L1
DDB1
ZNF207
PPIA
PALMD
LGALS8
TP63
NDC1
SCFD1
HARS1
NDUFA13
ARHGDIA
ZNF764
GSK3B
CD46
CD46
NA
PLEKHA7
USP18
CDH18
RPN2
SPATA20
QKI
PREP
ARF3
CLTB
TIMELESS
PLSCR3
CRB1
RSU1
CAPG
ANXA2
GBA
EEF1D
EEF1D
PARP9
PARP9
PARP9
NF1
HACD2
CSMD3
CSMD3
DBN1
DYNC2I2
BZW2
ADCY6
CLDN1
HSPA1A
KRT18
CACNG4
ANKRD28
TKT
TMPRSS13
GFUS
PCED1A
LYST
RPLP0
ARL6IP1
UTP20
ARPC5
PAPSS2
PAPSS2
PIGS
FN1
FN1
PDCD6IP
NMRAL1
RHOB
LTBP1
LTBP1
LAMA2
TRA2B
CCDC124
NUP85
TUBA1C
TUBA1C
TUBA1C
FGD6
DPP3
NTN1
JADE1
DUSP6
NMRAL1
WNT7B
OTUB1
CLN6
NDUFB8
CDK4
SUCO
ID3
IFIT2
COMMD5
TRAPPC10
TGIF1
OXA1L
ASL
MTA3
BICDL1
NSFL1C
SORL1
KRT16
ZNFX1
DTL
CCDC66
RGS8
ADAR
PHRF1
TCF12
TCF12
ACO2
IFITM1
SPR
KIAA0100
PHC2
TUBA1A
OGDH
PREX1
BRMS1
CMPK2
CYB5R1
IFIT1
ANO8
DCAF17
HSPG2
PABPC1
PABPC1
BSDC1
ZNF281
PXDN
POLR2J
ICMT
LYPLA2
TMEM97
MCM3
NA
SLC39A6
CHST1
HSPB1
POLR2L
HSPH1
GLMP
PXN
TRIM8
LAP3
CCL2
SLC25A6
TTLL12
CLIP1
RAN
KIF1C
IFRD1
TTF2
NECTIN2
IQGAP3
POLR1G
ZNF446
DMTF1
ACTN1
DBNL
GRIA2
CYTH2
DDAH1
MYL12A
MYL12A
JADE3
KAT2A
NA
MTRNR2L11
DDX39A
OS9
PLA2G4F
MPDU1
TRIP12
PLEKHG1
TTC9
PPP1R7
FAM102A
KDM5C
FAT4
TUBA4A
FRAS1
BAG6
INTS1
HSP90AB1
KLC1
KIAA0513
PARP6
TOMM40
BTBD8
PHB
PHB
PHB
NA
HMCN1
EIF4G1
CXCL8
JUNB
GRHL3
ETFA
ETFA
RAB5C
DROSHA
DROSHA
LSAMP
HDGF
NCEH1
ZGPAT
COPE
MESD
TFAP2A
TNFSF15
PFN1
CRIM1
SUPT4H1
ZNF689
ZNF689
CDC20
GLUL
"NABP1"
CLCNKA
SCAF4
CAPRIN2
EDF1
MCM5
SLC16A14
EIF2S1
TOM1L2
PCBP2
SCEL
MUC20
RHOC
ANKRD1
CFTR
RTCB
WDTC1
TAGLN2
PFKL
OCEL1
EIF2AK2
CHP1
IVL
ZNRF1
ZNRF1
PRSS23
PRSS23
REEP5
PARVA
VTI1B
SAMD4A
SAMD4A
SAMD4A
QRICH1
SEMA3E
EML1
F11R
CNPY3
OASL
OASL
DVL3
MYL12B
MTRNR2L1
NA
TRIM29
TRIM29
TRIM29
PWWP3A
GM2A
TMCO1
LOC102723996
NFKBIA
CDC42EP1
ZNF850
CAMK2G
INHBB
JUP
EMP1
WNK1
AUTS2
ICOSLG
BAG3
SYT7
STS
YWHAE
SLC9A1
SPAG7
LAMB2
CTNND1
CTNND1
ZNF24
LSS
SYNPO2
SEMA3C
YTHDF3
PIEZO1
EEF1D
EEF1D
NOP14
AP1G2
IFIT3
IFIT3
RNF115
FYB1
NA
CYFIP1
LY6E
LIF
MAPKAPK3
CAD
RSAD2
DHCR24
LAMP1
GSTK1
SP100
MYRIP
PCDH17
GRAMD2B
AKT2
CCDC142
CLUHP3
FAM86DP
RPS26P19
HMGB1P5
NA
MTND1P23
MTATP6P1
